Trade #,Typ,Datum und Uhrzeit,Signal,Preis USD,Größe (Menge),Größe (Wert),G&V netto USD,G&V netto %,Positive Exkursion USD,Positive Exkursion %,Negative Exkursion USD,Negative Exkursion %,Kumulativer G&V USD,Kumulativer G&V %
1,Short-Ausstieg,2025-03-14 14:33,S178 SL,19518.1,25,487642.5,-310,-0.06,0,0.00,-310,-0.06,-310,-0.31
1,Short-Einstieg,2025-03-14 14:33,Short_178,19505.7,25,487642.5,-310,-0.06,0,0.00,-310,-0.06,-310,-0.31
2,Short-Ausstieg,2025-03-14 14:33,S178 SL,19518.1,25,487642.5,-310,-0.06,0,0.00,-310,-0.06,-620,-0.62
2,Short-Einstieg,2025-03-14 14:33,Short_178,19505.7,25,487642.5,-310,-0.06,0,0.00,-310,-0.06,-620,-0.62
3,Short-Ausstieg,2025-03-14 14:36,S254 SL,19547.9,25,488415,-282.5,-0.06,0,0.00,-282.5,-0.06,-902.5,-0.90
3,Short-Einstieg,2025-03-14 14:35,Short_254,19536.6,25,488415,-282.5,-0.06,0,0.00,-282.5,-0.06,-902.5,-0.90
4,Short-Ausstieg,2025-03-14 14:36,S254 SL,19547.9,25,488415,-282.5,-0.06,0,0.00,-282.5,-0.06,-1185,-1.18
4,Short-Einstieg,2025-03-14 14:35,Short_254,19536.6,25,488415,-282.5,-0.06,0,0.00,-282.5,-0.06,-1185,-1.18
5,Long-Ausstieg,2025-03-18 14:34,L078 SL,19629.7,24,471384,-271.2,-0.06,782.4,0.17,-271.2,-0.06,-1456.2,-1.46
5,Long-Einstieg,2025-03-18 14:31,Long_078,19641,24,471384,-271.2,-0.06,782.4,0.17,-271.2,-0.06,-1456.2,-1.46
6,Long-Ausstieg,2025-03-18 14:34,L078 SL,19629.7,24,471384,-271.2,-0.06,782.4,0.17,-271.2,-0.06,-1727.4,-1.73
6,Long-Einstieg,2025-03-18 14:31,Long_078,19641,24,471384,-271.2,-0.06,782.4,0.17,-271.2,-0.06,-1727.4,-1.73
7,Long-Ausstieg,2025-03-18 14:35,L140 SL,19591.6,1,19641,-49.4,-0.25,32.6,0.17,-49.4,-0.25,-1776.8,-1.78
7,Long-Einstieg,2025-03-18 14:31,Long_078,19641,1,19641,-49.4,-0.25,32.6,0.17,-49.4,-0.25,-1776.8,-1.78
8,Long-Ausstieg,2025-03-18 14:35,L140 SL,19591.6,23,451138.1,-531.3,-0.12,0,0.00,-531.3,-0.12,-2308.1,-2.31
8,Long-Einstieg,2025-03-18 14:35,Long_140,19614.7,23,451138.1,-531.3,-0.12,0,0.00,-531.3,-0.12,-2308.1,-2.31
9,Long-Ausstieg,2025-03-18 14:35,L140 SL,19591.6,24,470752.8,-554.4,-0.12,0,0.00,-554.4,-0.12,-2862.5,-2.86
9,Long-Einstieg,2025-03-18 14:35,Long_140,19614.7,24,470752.8,-554.4,-0.12,0,0.00,-554.4,-0.12,-2862.5,-2.86
10,Long-Ausstieg,2025-03-19 05:01,EOD_CLOSE,19550.6,2,39229.4,-128.2,-0.33,0,0.00,-448,-1.14,-2990.7,-2.99
10,Long-Einstieg,2025-03-18 14:35,Long_140,19614.7,2,39229.4,-128.2,-0.33,0,0.00,-448,-1.14,-2990.7,-2.99
11,Long-Ausstieg,2025-03-25 15:00,L078 TP1,20225.7,24,484113.6,1303.2,0.27,1303.2,0.27,-175.2,-0.04,-1687.5,-1.69
11,Long-Einstieg,2025-03-25 14:48,Long_078,20171.4,24,484113.6,1303.2,0.27,1303.2,0.27,-175.2,-0.04,-1687.5,-1.69
12,Long-Ausstieg,2025-03-25 15:42,L078 TP2,20278.7,24,484113.6,2575.2,0.53,2575.2,0.53,-175.2,-0.04,887.7,0.89
12,Long-Einstieg,2025-03-25 14:48,Long_078,20171.4,24,484113.6,2575.2,0.53,2575.2,0.53,-175.2,-0.04,887.7,0.89
13,Long-Ausstieg,2025-03-26 05:01,EOD_CLOSE,20283.4,1,20171.4,112,0.56,169,0.84,-7.3,-0.04,999.7,1.00
13,Long-Einstieg,2025-03-25 14:48,Long_078,20171.4,1,20171.4,112,0.56,169,0.84,-7.3,-0.04,999.7,1.00
14,Long-Ausstieg,2025-03-28 14:33,L078 SL,19657.8,25,491727.5,-282.5,-0.06,560,0.11,-282.5,-0.06,717.2,0.72
14,Long-Einstieg,2025-03-28 14:31,Long_078,19669.1,25,491727.5,-282.5,-0.06,560,0.11,-282.5,-0.06,717.2,0.72
15,Long-Ausstieg,2025-03-28 14:33,L078 SL,19657.8,25,491727.5,-282.5,-0.06,560,0.11,-282.5,-0.06,434.7,0.43
15,Long-Einstieg,2025-03-28 14:31,Long_078,19669.1,25,491727.5,-282.5,-0.06,560,0.11,-282.5,-0.06,434.7,0.43
16,Long-Ausstieg,2025-03-28 15:06,L140 SL,19624.1,25,490885,-282.5,-0.06,1297.5,0.26,-282.5,-0.06,152.2,0.15
16,Long-Einstieg,2025-03-28 15:00,Long_140,19635.4,25,490885,-282.5,-0.06,1297.5,0.26,-282.5,-0.06,152.2,0.15
17,Long-Ausstieg,2025-03-28 15:06,L140 SL,19624.1,25,490885,-282.5,-0.06,1297.5,0.26,-282.5,-0.06,-130.3,-0.13
17,Long-Einstieg,2025-03-28 15:00,Long_140,19635.4,25,490885,-282.5,-0.06,1297.5,0.26,-282.5,-0.06,-130.3,-0.13
18,Long-Ausstieg,2025-04-01 15:41,L078 TP1,19225.3,25,479182.5,1450,0.30,1450,0.30,-235,-0.05,1319.7,1.32
18,Long-Einstieg,2025-04-01 15:35,Long_078,19167.3,25,479182.5,1450,0.30,1450,0.30,-235,-0.05,1319.7,1.32
19,Long-Ausstieg,2025-04-01 16:07,L078 SL,19165.3,25,479182.5,-50,-0.01,2830,0.59,-235,-0.05,1269.7,1.27
19,Long-Einstieg,2025-04-01 15:35,Long_078,19167.3,25,479182.5,-50,-0.01,2830,0.59,-235,-0.05,1269.7,1.27
20,Short-Ausstieg,2025-04-09 15:38,S178 SL,17200.7,20,343764,-250,-0.07,2334,0.68,-250,-0.07,1019.7,1.02
20,Short-Einstieg,2025-04-09 15:32,Short_178,17188.2,20,343764,-250,-0.07,2334,0.68,-250,-0.07,1019.7,1.02
21,Short-Ausstieg,2025-04-09 15:38,S178 SL,17200.7,20,343764,-250,-0.07,2334,0.68,-250,-0.07,769.7,0.77
21,Short-Einstieg,2025-04-09 15:32,Short_178,17188.2,20,343764,-250,-0.07,2334,0.68,-250,-0.07,769.7,0.77
22,Short-Ausstieg,2025-04-10 06:01,EOD_CLOSE,18845.2,1,17188.2,-1657,-9.64,133.4,0.78,-2034,-11.83,-887.3,-0.89
22,Short-Einstieg,2025-04-09 15:32,Short_178,17188.2,1,17188.2,-1657,-9.64,133.4,0.78,-2034,-11.83,-887.3,-0.89
23,Long-Ausstieg,2025-04-17 15:39,L140 SL,18243.5,25,456400,-312.5,-0.07,865,0.19,-312.5,-0.07,-1199.8,-1.20
23,Long-Einstieg,2025-04-17 15:35,Long_140,18256,25,456400,-312.5,-0.07,865,0.19,-312.5,-0.07,-1199.8,-1.20
24,Long-Ausstieg,2025-04-17 15:39,L140 SL,18243.5,25,456400,-312.5,-0.07,865,0.19,-312.5,-0.07,-1512.3,-1.51
24,Long-Einstieg,2025-04-17 15:35,Long_140,18256,25,456400,-312.5,-0.07,865,0.19,-312.5,-0.07,-1512.3,-1.51
25,Long-Ausstieg,2025-05-01 15:32,L140 SL,19814.3,24,475843.2,-300,-0.06,0,0.00,-300,-0.06,-1812.3,-1.81
25,Long-Einstieg,2025-05-01 15:31,Long_140,19826.8,24,475843.2,-300,-0.06,0,0.00,-300,-0.06,-1812.3,-1.81
26,Long-Ausstieg,2025-05-01 15:32,L140 SL,19814.3,24,475843.2,-300,-0.06,0,0.00,-300,-0.06,-2112.3,-2.11
26,Long-Einstieg,2025-05-01 15:31,Long_140,19826.8,24,475843.2,-300,-0.06,0,0.00,-300,-0.06,-2112.3,-2.11
27,Long-Ausstieg,2025-05-02 06:01,EOD_CLOSE,19873.8,1,19826.8,47,0.24,191.9,0.97,-181.1,-0.91,-2065.3,-2.07
27,Long-Einstieg,2025-05-01 15:31,Long_140,19826.8,1,19826.8,47,0.24,191.9,0.97,-181.1,-0.91,-2065.3,-2.07
28,Long-Ausstieg,2025-05-02 15:36,L078 SL,19937.4,24,478768.8,-271.2,-0.06,16.8,0.00,-271.2,-0.06,-2336.5,-2.34
28,Long-Einstieg,2025-05-02 15:36,Long_078,19948.7,24,478768.8,-271.2,-0.06,16.8,0.00,-271.2,-0.06,-2336.5,-2.34
29,Long-Ausstieg,2025-05-02 15:36,L078 SL,19937.4,24,478768.8,-271.2,-0.06,16.8,0.00,-271.2,-0.06,-2607.7,-2.61
29,Long-Einstieg,2025-05-02 15:36,Long_078,19948.7,24,478768.8,-271.2,-0.06,16.8,0.00,-271.2,-0.06,-2607.7,-2.61
30,Long-Ausstieg,2025-05-02 15:56,L140 TP1,19993.5,1,19948.7,44.8,0.22,65.1,0.33,-32.6,-0.16,-2562.9,-2.56
30,Long-Einstieg,2025-05-02 15:36,Long_078,19948.7,1,19948.7,44.8,0.22,65.1,0.33,-32.6,-0.16,-2562.9,-2.56
31,Long-Ausstieg,2025-05-02 15:56,L140 TP1,19993.5,23,458300.3,1550.2,0.34,1550.2,0.34,-230,-0.05,-1012.7,-1.01
31,Long-Einstieg,2025-05-02 15:52,Long_140,19926.1,23,458300.3,1550.2,0.34,1550.2,0.34,-230,-0.05,-1012.7,-1.01
32,Long-Ausstieg,2025-05-02 16:16,L140 TP2,20063,24,478226.4,3285.6,0.69,3285.6,0.69,-240,-0.05,2272.9,2.27
32,Long-Einstieg,2025-05-02 15:52,Long_140,19926.1,24,478226.4,3285.6,0.69,3285.6,0.69,-240,-0.05,2272.9,2.27
33,Long-Ausstieg,2025-05-05 00:01,EOD_CLOSE,20067,2,39852.2,281.8,0.71,491.6,1.23,-20,-0.05,2554.7,2.55
33,Long-Einstieg,2025-05-02 15:52,Long_140,19926.1,2,39852.2,281.8,0.71,491.6,1.23,-20,-0.05,2554.7,2.55
34,Long-Ausstieg,2025-05-08 15:34,L140 SL,20025.4,25,500947.5,-312.5,-0.06,245,0.05,-312.5,-0.06,2242.2,2.24
34,Long-Einstieg,2025-05-08 15:32,Long_140,20037.9,25,500947.5,-312.5,-0.06,245,0.05,-312.5,-0.06,2242.2,2.24
35,Long-Ausstieg,2025-05-08 15:34,L140 SL,20025.4,25,500947.5,-312.5,-0.06,245,0.05,-312.5,-0.06,1929.7,1.93
35,Long-Einstieg,2025-05-08 15:32,Long_140,20037.9,25,500947.5,-312.5,-0.06,245,0.05,-312.5,-0.06,1929.7,1.93
36,Long-Ausstieg,2025-05-09 06:01,EOD_CLOSE,20101.8,1,20037.9,63.9,0.32,210.3,1.05,-146.3,-0.73,1993.6,1.99
36,Long-Einstieg,2025-05-08 15:32,Long_140,20037.9,1,20037.9,63.9,0.32,210.3,1.05,-146.3,-0.73,1993.6,1.99
37,Short-Ausstieg,2025-05-09 15:44,S178 TP1,20143,25,504572.5,997.5,0.20,997.5,0.20,-250,-0.05,2991.1,2.99
37,Short-Einstieg,2025-05-09 15:36,Short_178,20182.9,25,504572.5,997.5,0.20,997.5,0.20,-250,-0.05,2991.1,2.99
38,Short-Ausstieg,2025-05-09 16:07,S178 SL,20184.9,25,504572.5,-50,-0.01,1600,0.32,-250,-0.05,2941.1,2.94
38,Short-Einstieg,2025-05-09 15:36,Short_178,20182.9,25,504572.5,-50,-0.01,1600,0.32,-250,-0.05,2941.1,2.94
39,Short-Ausstieg,2025-05-12 00:01,EOD_CLOSE,20355.3,1,20182.9,-172.4,-0.85,210.7,1.04,-204.6,-1.01,2768.7,2.77
39,Short-Einstieg,2025-05-09 15:36,Short_178,20182.9,1,20182.9,-172.4,-0.85,210.7,1.04,-204.6,-1.01,2768.7,2.77
40,Short-Ausstieg,2025-05-14 15:34,S178 SL,21303.4,20,425818,-250,-0.06,202,0.05,-250,-0.06,2518.7,2.52
40,Short-Einstieg,2025-05-14 15:33,Short_178,21290.9,20,425818,-250,-0.06,202,0.05,-250,-0.06,2518.7,2.52
41,Short-Ausstieg,2025-05-14 15:34,S178 SL,21303.4,20,425818,-250,-0.06,202,0.05,-250,-0.06,2268.7,2.27
41,Short-Einstieg,2025-05-14 15:33,Short_178,21290.9,20,425818,-250,-0.06,202,0.05,-250,-0.06,2268.7,2.27
42,Short-Ausstieg,2025-05-15 06:01,EOD_CLOSE,21299.8,1,21290.9,-8.9,-0.04,90.9,0.43,-51.7,-0.24,2259.8,2.26
42,Short-Einstieg,2025-05-14 15:33,Short_178,21290.9,1,21290.9,-8.9,-0.04,90.9,0.43,-51.7,-0.24,2259.8,2.26
43,Long-Ausstieg,2025-05-20 18:37,L078 TP1,21385.8,25,532412.5,2232.5,0.42,2232.5,0.42,-232.5,-0.04,4492.3,4.49
43,Long-Einstieg,2025-05-20 15:47,Long_078,21296.5,25,532412.5,2232.5,0.42,2232.5,0.42,-232.5,-0.04,4492.3,4.49
44,Long-Ausstieg,2025-05-20 20:28,L078 SL,21294.5,25,532412.5,-50,-0.01,2687.5,0.50,-232.5,-0.04,4442.3,4.44
44,Long-Einstieg,2025-05-20 15:47,Long_078,21296.5,25,532412.5,-50,-0.01,2687.5,0.50,-232.5,-0.04,4442.3,4.44
45,Long-Ausstieg,2025-05-21 06:01,EOD_CLOSE,21309.8,1,21296.5,13.3,0.06,107.5,0.50,-66.9,-0.31,4455.6,4.46
45,Long-Einstieg,2025-05-20 15:47,Long_078,21296.5,1,21296.5,13.3,0.06,107.5,0.50,-66.9,-0.31,4455.6,4.46
46,Long-Ausstieg,2025-05-27 15:36,L078 SL,21147.6,26,550131.4,-293.8,-0.05,231.4,0.04,-293.8,-0.05,4161.8,4.16
46,Long-Einstieg,2025-05-27 15:35,Long_078,21158.9,26,550131.4,-293.8,-0.05,231.4,0.04,-293.8,-0.05,4161.8,4.16
47,Long-Ausstieg,2025-05-27 15:36,L078 SL,21147.6,26,550131.4,-293.8,-0.05,231.4,0.04,-293.8,-0.05,3868,3.87
47,Long-Einstieg,2025-05-27 15:35,Long_078,21158.9,26,550131.4,-293.8,-0.05,231.4,0.04,-293.8,-0.05,3868,3.87
48,Short-Ausstieg,2025-05-28 15:39,S178 SL,21492.7,21,451084.2,-262.5,-0.06,348.6,0.08,-262.5,-0.06,3605.5,3.61
48,Short-Einstieg,2025-05-28 15:35,Short_178,21480.2,21,451084.2,-262.5,-0.06,348.6,0.08,-262.5,-0.06,3605.5,3.61
49,Short-Ausstieg,2025-05-28 15:39,S178 SL,21492.7,21,451084.2,-262.5,-0.06,348.6,0.08,-262.5,-0.06,3343,3.34
49,Short-Einstieg,2025-05-28 15:35,Short_178,21480.2,21,451084.2,-262.5,-0.06,348.6,0.08,-262.5,-0.06,3343,3.34
50,Long-Ausstieg,2025-05-29 15:32,L140 SL,21562.5,26,560950,-325,-0.06,0,0.00,-325,-0.06,3018,3.02
50,Long-Einstieg,2025-05-29 15:31,Long_140,21575,26,560950,-325,-0.06,0,0.00,-325,-0.06,3018,3.02
51,Long-Ausstieg,2025-05-29 15:32,L140 SL,21562.5,26,560950,-325,-0.06,0,0.00,-325,-0.06,2693,2.69
51,Long-Einstieg,2025-05-29 15:31,Long_140,21575,26,560950,-325,-0.06,0,0.00,-325,-0.06,2693,2.69
52,Short-Ausstieg,2025-06-03 15:32,S254 TP1,21508.5,25,538845,1132.5,0.21,1132.5,0.21,-155,-0.03,3825.5,3.83
52,Short-Einstieg,2025-06-03 15:31,Short_254,21553.8,25,538845,1132.5,0.21,1132.5,0.21,-155,-0.03,3825.5,3.83
53,Short-Ausstieg,2025-06-03 15:32,S178 TP1,21503.9,25,538845,1247.5,0.23,1247.5,0.23,-155,-0.03,5073,5.07
53,Short-Einstieg,2025-06-03 15:31,Short_254,21553.8,25,538845,1247.5,0.23,1247.5,0.23,-155,-0.03,5073,5.07
54,Short-Ausstieg,2025-06-03 15:47,S254 SL,21555.8,1,21553.8,-2,-0.01,77.4,0.36,-6.2,-0.03,5071,5.07
54,Short-Einstieg,2025-06-03 15:31,Short_254,21553.8,1,21553.8,-2,-0.01,77.4,0.36,-6.2,-0.03,5071,5.07
55,Short-Ausstieg,2025-06-03 15:47,S254 SL,21555.8,24,517291.2,-48,-0.01,1857.6,0.36,-148.8,-0.03,5023,5.02
55,Short-Einstieg,2025-06-03 15:31,Short_178,21553.8,24,517291.2,-48,-0.01,1857.6,0.36,-148.8,-0.03,5023,5.02
56,Short-Ausstieg,2025-06-03 15:47,S178 SL,21555.8,25,538845,-50,-0.01,1935,0.36,-155,-0.03,4973,4.97
56,Short-Einstieg,2025-06-03 15:31,Short_178,21553.8,25,538845,-50,-0.01,1935,0.36,-155,-0.03,4973,4.97
57,Short-Ausstieg,2025-06-04 06:01,EOD_CLOSE,21642.7,2,43107.6,-177.8,-0.41,154.8,0.36,-342,-0.79,4795.2,4.80
57,Short-Einstieg,2025-06-03 15:31,Short_178,21553.8,2,43107.6,-177.8,-0.41,154.8,0.36,-342,-0.79,4795.2,4.80
58,Short-Ausstieg,2025-06-06 15:42,S178 SL,21808.9,26,566737.6,-293.8,-0.05,436.8,0.08,-293.8,-0.05,4501.4,4.50
58,Short-Einstieg,2025-06-06 15:39,Short_178,21797.6,26,566737.6,-293.8,-0.05,436.8,0.08,-293.8,-0.05,4501.4,4.50
59,Short-Ausstieg,2025-06-06 15:42,S178 SL,21808.9,26,566737.6,-293.8,-0.05,436.8,0.08,-293.8,-0.05,4207.6,4.21
59,Short-Einstieg,2025-06-06 15:39,Short_178,21797.6,26,566737.6,-293.8,-0.05,436.8,0.08,-293.8,-0.05,4207.6,4.21
60,Short-Ausstieg,2025-06-06 15:50,S254 SL,21830.1,26,567288.8,-293.8,-0.05,374.4,0.07,-293.8,-0.05,3913.8,3.91
